Registration No,Generic name,Trade name,Strength value,Unit of strength ,Dosage Form,Route of Administration,Volume,Unit of volume,Package type,Shelf-life (mon),Package size,Legal status,Product control,Storage conditions,ATCvet,Target Animals,Type,Withdrawal Period (days),Manufacturer name,Country of Manufacturer,Marketing Company,Nationality,MAH (Agent name),Authorization status,Marketed,Marketing status
2500026015701,"Heptaminol , Diprophylline",Frecardyl,"5 , 5",gm,Solution for injection,"Intravenous (not otherwise specified),Intramuscular,Intraperitoneal",50,ml,vial,24,1,Prescription,Uncontrolled,Store below 25°C,QC01DX08,"Cattle,Horses, Dogs And Cats","meat, milk",Cattle:  meat: 2 days. milk: 2 days,Vetoquinol S.A.,France,Vetoquinol S.A.,FRANCE,Falcon’s Care Center,Valid,,Marketed
0120016000101,Amoxicillin trihydrate,Amox-Al 50 P.S,50,%,Powder for oral solution,Oral,100,gm,Aluminum bag ,24,1,Prescription,Uncontrolled,Store below 30°C,QJ01CA04 ,"Poultry, Dogs, Cat",meat,"Poultry Meat: 7 days , Do not use in laying bird",A.A.H.P Algerian Animal Health Product,ALGERIA,A.A.H.P Algerian Animal Health Product,ALGERIA,Al mehan veterinary and agriculture company,Valid,,Marketed
0120016000102,Amoxicillin trihydrate,Amox-Al 50 P.S,50,%,Powder for oral solution,Oral,500,gm,Aluminum bag ,24,1,Prescription,Uncontrolled,Store below 30°C,QJ01CA04 ,"Poultry, Dogs, Cat",meat,"Poultry Meat: 7 days , Do not use in laying bird",A.A.H.P Algerian Animal Health Product,ALGERIA,A.A.H.P Algerian Animal Health Product,ALGERIA,Al mehan veterinary and agriculture company,Valid,,Marketed
0120016000103,Amoxicillin trihydrate,Amox-Al 50 P.S,50,%,Powder for oral solution,Oral,1,kg,HDPE pots ,24,1,Prescription,Uncontrolled,Store below 30°C,QJ01CA04 ,"Poultry, Dogs, Cat",meat,"Poultry Meat: 7 days , Do not use in laying bird",A.A.H.P Algerian Animal Health Product,ALGERIA,A.A.H.P Algerian Animal Health Product,ALGERIA,Al mehan veterinary and agriculture company,Valid,,Marketed
3720036015801,Streptomycin Sulphate,Devomycin,250,mg,Solution for injection,Intramuscular,100,ml,vial,24,1,Prescription,Uncontrolled,Store below 25°C,QJ01GA01,"Horse ,Cattle , Sheep , Goat","meat, milk","Meat: 21 days , Milk: 2 days",Norbrook Laboratories limited,IRELAND,Norbrook Laboratories limited,IRELAND,Salehiya Trading Est.,Valid,,Marketed
4000056005601,Levamisole Hydrachloride,Levamisole Avico,118,mg/g,Powder for oral solution,Oral,100,gm,Aluminum foil sachet,36,1,Prescription,Uncontrolled,"Store below 30°C,Protect from light",QP52AE01 ,"Cattle, sheep, goats","meat, milk","Meat: Cattle: 14 days ,  Sheep and goat: 9 days",Arab Veterinary Industrial Company (AVICO),Jordan,Arab Veterinary Industrial Company (AVICO),JORDAN,Mansour Al Mosaed Branch Co. for Trading & Contracting,Valid,,Marketed
8400046015901,"Leptospira (Canicola, Icterohaemorrhagiae, Grippotyphosa, Hardjo and Pomona)",Spirovac  L5,"L. Canicola ≥ 1200 NU, L. Icterohaemorrhagiae ≥ 12",,Solution for injection,"Intramuscular,Subcutaneous",100,ml,vial,24,1,Prescription,Uncontrolled,"Store in a refrigerator (2°C – 8°C),Do not freeze",QI02AB03 ,Cattle,meat,21 days,Zoetis Inc.,UNITED STATES,Zoetis Inc.,UNITED STATES,Desert Hills for Veterinary services company Ltd.,Valid,,Marketed
8400046016001,"Bovine Rhinotracheitis Virus passage C13 (IBR), Bovine Virus Diarrhea type 1 Strain NADL (BVD), Bovine Virus Diarrhea type 2 Strain 53637(BVD), Bovine Parainfluenza Strain AL-IM  Reisinger (PI3) and Bovine Respiratory Syncytial Virus Strain BRSV 375 (BRSV",Bovishield Gold 5,Each 2 ml dose contains at release at least (≥TCID,,Solution for injection,"Intramuscular,Subcutaneous",100,ml,vial,18,10,Prescription,Uncontrolled,"Store in a refrigerator (2°C – 8°C),Do not freeze",QI02AA06 ,Cattle,meat,21 days,Zoetis Inc.,UNITED STATES,Zoetis Inc.,UNITED STATES,Desert Hills for Veterinary services company Ltd.,Valid,,Marketed
3800036001701,"Vitamin A ,Vitamin D3 ,Vitamin E ",Adecon,"100000 IU/ml , 25000  IU/ml, 100 mg",mg,Solution for injection,Intramuscular,100,ml,Bottle,24,1,OTC,Uncontrolled,"Store below 30°C,Protect from light",QA11CB ,"Cattle , Foals , Horse , Sheep ,Goats and Lamb  ",meat,28 days,Fatro S.P.A ,ITALY,Fatro S.P.A ,ITALY,Al-Enayah Est. For Agriculture & Veterinary,Valid,,Marketed
4000086002102,"Vitamin E, Selenium",Vitamin E-S,"20 IU, 2",mg/g  ,Powder for oral solution,Oral,1000,g,Aluminum Sachet,24,1,OTC,Uncontrolled,"Store below 25°C,Protect from light,Store in a dry place",QA12CE99,"Cattle , Foals , Horse , Sheep ,Goats , Poultry, D",,0 day,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Takamul National Agriculture Company,Valid,,Marketed
4000086005801,Flumequine,Flumevap,200,mg/ml,Oral solution,Oral,100,ml,Bottle,36,1,Prescription,Uncontrolled,"Store below 30°C,Protect from light",QJ01MB07,"Cattle ,  Horse , Sheep ,Goats , Poultry and Rabbi","meat, milk",7 days,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Takamul National Agriculture Company,Valid,,Marketed
4000086005802,Flumequine,Flumevap,200,mg/ml,Oral solution,Oral,250,ml,Bottle,36,1,Prescription,Uncontrolled,"Store below 30°C,Protect from light",QJ01MB07,"Cattle ,  Horse , Sheep ,Goats , Poultry and Rabbi","meat, milk",7 days,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Takamul National Agriculture Company,Valid,,Marketed
4000086005803,Flumequine,Flumevap,200,mg/ml,Oral solution,Oral,500,ml,Bottle,36,1,Prescription,Uncontrolled,"Store below 30°C,Protect from light",QJ01MB07,"Cattle ,  Horse , Sheep ,Goats , Poultry and Rabbi","meat, milk",7 days,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Takamul National Agriculture Company,Valid,,Marketed
4000086005804,Flumequine,Flumevap,200,mg/ml,Oral solution,Oral,1000,ml,Bottle,36,1,Prescription,Uncontrolled,"Store below 30°C,Protect from light",QJ01MB07,"Cattle ,  Horse , Sheep ,Goats , Poultry and Rabbi","meat, milk",7 days,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Takamul National Agriculture Company,Valid,,Marketed
4000086002901,"Vitamins, Minerals",Vapcovit,,,Powder for oral solution,Oral,100,g,Sachet,24,1,OTC,Uncontrolled,"Store below 25°C,Protect from light,Store in a dry place",QA11JB,"Cattle , Foals ,  Sheep and Poultry",,0 day,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Takamul National Agriculture Company,Valid,,Marketed
4000086002902,"Vitamins, Minerals",Vapcovit,,,Powder for oral solution,Oral,1000,g,Sachet,24,1,OTC,Uncontrolled,"Store below 25°C,Protect from light,Store in a dry place",QA11JB,"Cattle , Foals ,  Sheep and Poultry",,0 day,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Takamul National Agriculture Company,Valid,,Marketed
4000086001001,Piperazine,Ascazine,360,mg/g  ,Powder for oral solution,Oral,100,g,Sachet,36,1,Prescription,Uncontrolled,"Store below 25°C,Store in a dry place",QP52AH01,"Camel ,Cattle ,  Horse , Sheep ,Goats , Poultry ,D","meat, milk","Meat: 21 days , Milk:7 days , Eggs::7 days",Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Takamul National Agriculture Company,Valid,,Marketed
4000086001401,Menadione,Vitamin-K 25%,250,mg/g  ,Powder for oral solution,Oral,1000,g,Sachet,36,1,Prescription,Uncontrolled,"Store below 25°C,Protect from light,Store in a dry place",QB02BA02,"Fish , Horse ,Poultry",,0 day,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Takamul National Agriculture Company,Valid,,Marketed
4000086008501,Minerals,Vapcodigest,,,Powder for oral solution,Oral,1000,g,Sachet,36,1,OTC,Uncontrolled,"Store below 25°C,Protect from light,Store in a dry place",QA12CX99,"Cattle, sheep, goats",,0 day,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Takamul National Agriculture Company,Valid,,Marketed
0760036000901,Oxytetracycline ,Terramycin LA ,200,mg/ml,Solution for injection,"Intramuscular,Intravenous (not otherwise specified)",50,ml,vial,24,1,Prescription,Uncontrolled,Store below 30°C,QJ01AA06,"Cattle, Sheep and Goats","meat, milk","Meat: 21 days , Milk: 7 day after IM and 60 hours",Laboratorios Pfizer Ltda,BRAZIL,Laboratorios Pfizer Ltda.,BRAZIL,Desert Hills for Veterinary services company Ltd.,Valid,,Marketed
0760036000902,Oxytetracycline ,Terramycin LA ,200,mg/ml,Solution for injection,"Intramuscular,Intravenous (not otherwise specified)",100,ml,vial,24,1,Prescription,Uncontrolled,Store below 30°C,QJ01AA06,"Cattle, Sheep and Goats","meat, milk","Meat: 21 days , Milk: 7 day after IM and 60 hours",Laboratorios Pfizer Ltda,BRAZIL,Laboratorios Pfizer Ltda.,BRAZIL,Desert Hills for Veterinary services company Ltd.,Valid,,Marketed
2760016006901,Flunixin Meglumine,Finadyne Transdermal,83,mg/ml,Pour-on solution,Oral,100,ml,Bottle,24,1,Prescription,Uncontrolled,This medicinal product does not require any special storage conditions,QM01AG90,Cattle,"Meat, offal and Milk","Meat and offal: 7 days , Milk: 36 hours",Vet Pharma Friesoythe GmbH,GERMANY,Intervet International B.V,NETHERLANDS,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
2760016006902,Flunixin Meglumine,Finadyne Transdermal,83,mg/ml,Pour-on solution,Oral,250,ml,Bottle,24,1,Prescription,Uncontrolled,This medicinal product does not require any special storage conditions,QM01AG90,Cattle,"Meat, offal and Milk","Meat and offal: 7 days , Milk: 36 hours",Vet Pharma Friesoythe GmbH,GERMANY,Intervet International B.V,NETHERLANDS,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
2760016006903,Flunixin Meglumine,Finadyne Transdermal,83,mg/ml,Pour-on solution,Oral,1000,ml,Bottle,24,1,Prescription,Uncontrolled,This medicinal product does not require any special storage conditions,QM01AG90,Cattle,"Meat, offal and Milk","Meat and offal: 7 days , Milk: 36 hours",Vet Pharma Friesoythe GmbH,GERMANY,Intervet International B.V,NETHERLANDS,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
2500016013301,"Newcastle disease virus, VG/GA Strain",Hatchpak Avinew,Min. 5.5 log 10 EID50 /dose,,Ocular,Ocular,15000,doses,Spray container,24,1,Prescription,Uncontrolled,Store and transport frozen,QI01AD06,One-day-old Chickens,,0 day,Merial,France,Merial,France,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
2500016013401,"Infectious bronchitis virus, H120 Strain-Massachussetts serotype",Hatchpak IB H120,3.7- 4.7 log 10 EID50 /dose,,Ocular,Ocular,15000,doses,Spray container,24,1,Prescription,Uncontrolled,Store and transport frozen,QI01AD07 ,One-day-old Chickens,,0 day,Merial,France,Merial,France,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
6820016001903,Sulfamethazine Sodium,Sulphadimidine 100 %,1000,mg/g  ,Powder,Oral,2.5,kg,jar,24,1,Prescription,Uncontrolled,"Store below 30°C,Protect from light,Store in a dry place",QJ01EQ03 ,"Cattle, Horses, Cows, Camel, Dogs, Cats","meat, milk","Meat: 12 days , Milk: 7 days",Saudi Pharmaceutical Industries (SPI),Saudi Arabia,Saudi Pharmaceutical Industries (SPI),Saudi Arabia,Saudi Pharmaceutical Industries (SPI),Valid,,Marketed
6820016001904,Sulfamethazine Sodium,Sulphadimidine 100 %,1000,mg/g  ,Powder,Oral,1,kg,jar,24,1,Prescription,Uncontrolled,"Store below 30°C,Protect from light,Store in a dry place",QJ01EQ03 ,"Cattle, Horses, Cows, Camel, Dogs, Cats","meat, milk","Meat: 12 days , Milk: 7 days",Saudi Pharmaceutical Industries (SPI),Saudi Arabia,Saudi Pharmaceutical Industries (SPI),Saudi Arabia,Saudi Pharmaceutical Industries (SPI),Valid,,Marketed
6820016001905,Sulfamethazine Sodium,Sulphadimidine 100 %,1000,mg/g  ,Powder,Oral,100,g,jar,24,1,Prescription,Uncontrolled,"Store below 30°C, Protect from light, Store in a dry place",QJ01EQ03 ,"Cattle, Horses, Cows, Camel, Dogs, Cats","meat, milk","Meat: 12 days , Milk: 7 days",Saudi Pharmaceutical Industries (SPI),Saudi Arabia,Saudi Pharmaceutical Industries (SPI),Saudi Arabia,Saudi Pharmaceutical Industries (SPI),Valid,,Marketed
6820016001906,Sulfamethazine Sodium,Sulphadimidine 20 %,200,mg/g  ,Powder,Oral,3,kg,jar,24,1,Prescription,Uncontrolled,"Store below 30°C, Protect from light, Store in a dry place",QJ01EQ03 ,"""Cattle, Calves, Sheep, lambs, Goats, Camel,  Hors","meat, milk","Meat: 12 days , Milk: 7 days",Saudi Pharmaceutical Industries (SPI),Saudi Arabia,Saudi Pharmaceutical Industries (SPI),Saudi Arabia,Saudi Pharmaceutical Industries (SPI),Valid,,Marketed
6820016001907,Sulfamethazine Sodium,Sulphadimidine 20 %,200,mg/g  ,Powder,Oral,1,kg,jar,24,1,Prescription,Uncontrolled,"Store below 30°C, Protect from light, Store in a dry place",QJ01EQ03 ,"""Cattle, Calves, Sheep, lambs, Goats, Camel,  Hors","meat, milk","Meat: 12 days , Milk: 7 days",Saudi Pharmaceutical Industries (SPI),Saudi Arabia,Saudi Pharmaceutical Industries (SPI),Saudi Arabia,Saudi Pharmaceutical Industries (SPI),Valid,,Marketed
6820016001202,Tylosin Tartarate,Tylosav 200 injection,200,mg/ml,Solution for injection,Intramuscular,100,ml,vial,24,1,Prescription,Uncontrolled,"Store below 30°C, Protect from light, Store in a dry place",QJ01FA90,"Cow, Sheep, Camel","meat, milk","Meat: 28 days , Milk: 7 days",Saudi Pharmaceutical Industries (SPI),Saudi Arabia,Saudi Pharmaceutical Industries (SPI),Saudi Arabia,Saudi Pharmaceutical Industries (SPI),Valid,,Marketed
6820016001802,Dexamethasone sodium phosphate,Dexasone Sav,2,mg/ml,Injection,"Intramuscular,Intravenous (not otherwise specified)",100,ml,Bottle,24,1,Prescription,Uncontrolled,"Store below 30°C, Protect from light, Store in a dry place",QS01BA01,"Cattle, Horses, Calves, Sheep ,Goat, Foal, Dogs, C","meat, milk","Meat: 21 days , Milk: 7 days",Saudi Pharmaceutical Industries (SPI),Saudi Arabia,Saudi Pharmaceutical Industries (SPI),Saudi Arabia,Saudi Pharmaceutical Industries (SPI),Valid,,Marketed
6820016000907,Oxytetracycline,Oxysav 20 %,200,mg/ml,Injection,Intramuscular,50,ml,vial,24,1,Prescription,Uncontrolled,"Store below 30°C, Protect from light, Store in a dry place",QJ01AA06,"Calves , Cattle, Sheep, Goats",,Not used in food/milk producing animals,Saudi Pharmaceutical Industries (SPI),Saudi Arabia,Saudi Pharmaceutical Industries (SPI),Saudi Arabia,Saudi Pharmaceutical Industries (SPI),Valid,,Marketed
6820016000702,Ivermectin,Ivermectin 1 %,1 % W/V,,Solution for injection,Subcutaneous,50,ml,vial,24,1,Prescription,Uncontrolled,"Store below 30°C, Protect from light, Store in a dry place",QP54AA01,"Cow, sheep, camel",meat, 45 days,Saudi Pharmaceutical Industries (SPI),Saudi Arabia,Saudi Pharmaceutical Industries (SPI),Saudi Arabia,Saudi Pharmaceutical Industries (SPI),Valid,,Marketed
6820016000802,Dipyrone (Metamizole),Metalgen,500,mg/ml,Solution for injection,"Intramuscular,Intravenous (not otherwise specified)",50,ml,Bottle,24,1,Prescription,Uncontrolled,"Store below 30°C, Protect from light, Store in a dry place",QN02BB02,"Horses, Foals, Cats, Dogs",,Not used in food/milk producing animals,Saudi Pharmaceutical Industries (SPI),Saudi Arabia,Saudi Pharmaceutical Industries (SPI),Saudi Arabia,Saudi Pharmaceutical Industries (SPI),Valid,,Marketed
7240056010804,Gonadorelin acetate,Gonasyl,50,µg/ml,Solution for injection,Intramuscular,20,ml,vial,24,1,Prescription,Uncontrolled,Store below 25°C,QH01CA01,Cattle (Cows and heifers),"Meat, offal and Milk","Meat and offal: Zero Days , Milk: Zero hours",Laboratorios Syva S.A.U.,SPAIN,Laboratorios Syva S.A.U.,SPAIN,National veterinary company,Valid,,Marketed
5540016008202,Progesterone,CIDR Cattle Insert,1.38,g,Vaginal delivery system,Vaginal,10,inserts per sachet,Sachet,24,1,Prescription,Uncontrolled,Store below 30°C,QG02BA03,Cattle (Cows and heifers),"Meat, offal and Milk","Meat and offal: Zero Days , Milk: Zero hours",DEC International ( NZ ) Ltd.,NEW ZEALAND,Zoetis New Zeeland Ltd.,NEW ZEALAND,National veterinary company,Valid,,Marketed
2330016000101,Amoxicillin Trihydrate,Biocillin-150 LA,150,mg/ml,Suspension for injection,Intramuscular,50,ml,vial,24,1,Prescription,Uncontrolled,"Store below 25°C ,Protect from light",QJ01CA04,"Cattle, Sheep, Dogs, Cats","meat, milk","""Cattle: 23 days   Cattle - milk:4  days , Sheep:",Interchemie Werken’De Adelaar Eesti AS’,Estonia,Interchemie Werken’De Adelaar Eesti AS’,Estonia,Mohamed Ahmed Bin zahaba Al Ghamdi Store,Valid,,Marketed
2330016000102,Amoxicillin Trihydrate,Biocillin-150 LA,150,mg/ml,Suspension for injection,Intramuscular,100,ml,vial,24,1,Prescription,Uncontrolled,"Store below 25°C,Protect from light",QJ01CA04,"Cattle, Sheep, Dogs, Cats","meat, milk","""Cattle: 23 days   Cattle - milk:4  days , Sheep:",Interchemie Werken’De Adelaar Eesti AS’,Estonia,Interchemie Werken’De Adelaar Eesti AS’,Estonia,Mohamed Ahmed Bin zahaba Al Ghamdi Store,Valid,,Marketed
6820016002202,"Levamisole Hydrochloride, Oxyclozanide",Leva-Cloza- Sav,"30 , 60",mg,Oral suspension,Oral,500,ml,Bottle,24,1,Prescription,Uncontrolled,"Store below 30°C, Protect from light, Store in a dry place",QP52AE51,"Cattle, Calves, Sheep, and Goats","meat, milk","Meat: 18 days , Milk: not use in dairy animal prod",Saudi Pharmaceutical Industries (SPI),Saudi Arabia,Saudi Pharmaceutical Industries (SPI),Saudi Arabia,Saudi Pharmaceutical Industries (SPI),Valid,,Marketed
7240016005801,Flumequine,Fluquinol-10,100,mg/ml,Oral Solution,Oral,1,L,Bottle,36,1,Prescription,Uncontrolled,Store below 30°C,QJ01MB07,Calves,"meat, milk","Meat: 10 days , Milk: Nil",S.P. Veterinaria s.a Co.,SPAIN,S.P. Veterinaria s.a Co.,SPAIN,Salehiya Trading Est.,Valid,,Marketed
8180016006101,"Dimethicone, Turpentine oil and Anise oil",Bloatryl,"25 mg/ml, 0.3 ml/ml and 0.01 ml/ml",,Oral emulsion,Oral,100,ml,Bottle,36,1,Prescription,Uncontrolled,"Keep the container tightly closed,Protect from direct sunlight",,"Cattle, Sheep, Goat and Buffalo",,,Pharma Swede,Egypt,Pharma Swede,Egypt,Mohammed A.Bashiekh Sons Company Ltd.,Valid,,Marketed
8180016006102,"Dimethicone, Turpentine oil and Anise oil",Bloatryl,"25 mg/ml, 0.3 ml/ml and 0.01 ml/ml",,Oral emulsion,Oral,200,ml,Bottle,36,1,Prescription,Uncontrolled,"Keep the container tightly closed,Protect from direct sunlight",,"Cattle, Sheep, Goat and Buffalo",,,Pharma Swede,Egypt,Pharma Swede,Egypt,Mohammed A.Bashiekh Sons Company Ltd.,Valid,,Marketed
8180016006103,"Dimethicone, Turpentine oil and Anise oil",Bloatryl,"25 mg/ml, 0.3 ml/ml and 0.01 ml/ml",,Oral emulsion,Oral,500,ml,Bottle,36,1,Prescription,Uncontrolled,"Keep the container tightly closed,Protect from direct sunlight",,"Cattle, Sheep, Goat and Buffalo",,,Pharma Swede,Egypt,Pharma Swede,Egypt,Mohammed A.Bashiekh Sons Company Ltd.,Valid,,Marketed
1000016016101,Monensin,Coxidin 200 MicroGranulate,200,mg/g,MicroGranulate for medicated feeding stuff,Oral,20,kg,Bag,24,1,Prescription,Uncontrolled,Store below 30°C,QP51AH03 ,"Chickens (broilers), Chickens reared for laying",meat,"Chicken: 1day ,Turkeys: 1 day",Biovet Joint Stock Company,Bulgaria,Huvepharma AD ,Bulgaria,Artat Enterprise,Valid,,Marketed
1000016016102,Monensin,Coxidin 200 MicroGranulate,200,mg/g  ,MicroGranulate for medicated feeding stuff,Oral,25,kg,Bag,24,1,Prescription,Uncontrolled,Store below 30°C,QP51AH03 ,"Chickens (broilers), Chickens reared for laying ",meat,"Chicken: 1day ,Turkeys: 1 day",Biovet Joint Stock Company,Bulgaria,Huvepharma AD ,Bulgaria,Artat Enterprise,Valid,,Marketed
2760026016201,Buserelin acetate,Receptal,4.2,µg,Solution for injection,"Intramuscular , Intravenous (not otherwise specified) ,Subcutaneous",10,ml,vial,24,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QH01CA90,"Female cattle, horses (mares) and rabbits",,0 day,Intervet International GmbH,GERMANY,Intervet international B.V,NETHERLANDS,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
